name,artist,artist_followers,artist_genres,album,release_date,album_total_tracks,duration,explicit,popularity
Xin Đừng Lòng Vòng,Ngô Lan Hương,26003,['v-pop'],Bài Hát Hay Nhất - Big Song Big Deal (Tập 3),2022-10-21,5,209999,False,32
Anh Muốn Đưa Em Về Không?,Ngô Lan Hương,26003,['v-pop'],Anh Muốn Đưa Em Về Không?,2021-01-18,1,240000,False,31
Mùa Thu Cho Em - From #Trầm3,Ngô Lan Hương,26003,['v-pop'],Mùa Thu Cho Em (From #Trầm3),2022-11-14,1,246023,False,29
Thà Bỏ Lỡ,Ngô Lan Hương,26003,['v-pop'],Bài Hát Hay Nhất - Big Song Big Deal (Tập 7),2022-11-13,5,211040,False,29
"Chuyện Tình Nàng Trinh Nữ Tên Thi - From ""#Trầm""",Ngô Lan Hương,26003,['v-pop'],#Trầm,2022-01-13,6,288000,False,27
"Tuổi 23 - From ""#Trầm""",Ngô Lan Hương,26003,['v-pop'],#Trầm,2022-01-13,6,288000,False,27
Xin Đừng Lòng Vòng,Ngô Lan Hương,26003,['v-pop'],Xin Đừng Lòng Vòng,2022-12-22,1,185660,False,22
Thuận Theo Ý Trời,Bùi Anh Tuấn,134617,['v-pop'],Thuận Theo Ý Trời,2019-11-28,2,237264,False,54
Buông,Bùi Anh Tuấn,134617,['v-pop'],Album Collection 1: Xin Em,2016-09-15,10,233240,False,53
Nơi Tình Yêu Bắt Đầu,Bùi Anh Tuấn,134617,['v-pop'],Album Collection 1: Xin Em,2016-09-15,10,276160,False,47
Nơi Tình Yêu Kết Thúc,Bùi Anh Tuấn,134617,['v-pop'],Album Collection 1: Xin Em,2016-09-15,10,317773,False,45
Chia Tay,Bùi Anh Tuấn,134617,['v-pop'],Chia Tay,2017-10-02,2,269408,False,45
Mơ Hồ,Bùi Anh Tuấn,134617,['v-pop'],Album Collection 1: Xin Em,2016-09-15,10,260760,False,44
"Lặng Yên (Theme Song From ""Lặng Yên Dưới Vực Sâu"") [feat. Ái Phương]",Bùi Anh Tuấn,134617,['v-pop'],Những Sáng Tác Của Dương Trường Giang,2019-05-06,32,287399,False,39
Chỉ Còn Lại Tình Yêu,Bùi Anh Tuấn,134617,['v-pop'],Album Collection 1: Xin Em,2016-09-15,10,315986,False,37
"Mashup Đã sai từ lúc đầu, Cạn dòng nước mắt",Bùi Anh Tuấn,134617,['v-pop'],"Mashup Đã sai từ lúc đầu, Cạn dòng nước mắt",2021-03-01,1,374069,False,36
Đường Về Quê,Bùi Anh Tuấn,134617,['v-pop'],Gala Nhạc Việt 9: Chúc Tết Mọi Nhà,2017-01-04,14,241673,False,34
Xem Như Em Chẳng May,Chu Thúy Quỳnh,7956,[],Xem Như Em Chẳng May,2022-12-10,1,205632,False,39
Xem Như Em Chẳng May - EDM,Chu Thúy Quỳnh,7956,[],Xem Như Em Chẳng May (Remix),2022-02-28,3,231652,False,39
Bất Quá Nhân Gian,Chu Thúy Quỳnh,7956,[],Bất Quá Nhân Gian,2021-12-30,1,241603,False,36
Xem Như Em Chẳng May - Lofi,Chu Thúy Quỳnh,7956,[],Xem Như Em Chẳng May (Remix),2022-02-28,3,215172,False,35
Xem Như Anh Chẳng May Vinahouse,Chu Thúy Quỳnh,7956,[],Xem Như Anh Chẳng May Vinahouse,2021-12-06,1,294861,False,33
Xem Như Em Chẳng May - Lofi #2,Chu Thúy Quỳnh,7956,[],Xem Như Em Chẳng May (Remix),2022-02-28,3,196199,False,32
Ai Ngờ Em Giờ Chơi Vơi,Chu Thúy Quỳnh,7956,[],Ai Ngờ Em Giờ Chơi Vơi,2022-08-31,1,211977,False,30
Tay Trái Chỉ Trăng,Chu Thúy Quỳnh,7956,[],Tay Trái Chỉ Trăng,2021-12-23,1,233691,True,28
Đừng Khiến Trái Tim Em Khóc,Chu Thúy Quỳnh,7956,[],Đừng Khiến Trái Tim Em Khóc,2022-12-13,1,202000,False,16
Ít Nhưng Dài Lâu,Chu Thúy Quỳnh,7956,[],Ít Nhưng Dài Lâu,2022-12-01,1,284000,False,24
Một Ngàn Nỗi Đau,Văn Mai Hương,292531,['v-pop'],Một Ngàn Nỗi Đau,2022-06-23,1,321904,False,60
Hương (feat. Negav),Văn Mai Hương,292531,['v-pop'],hương,2021-01-23,8,210285,False,48
Ước Mơ Của Mẹ,Văn Mai Hương,292531,['v-pop'],Ước Mơ Của Mẹ,2020-04-20,1,233641,False,43
Nghe Nói Anh Sắp Kết Hôn,Văn Mai Hương,292531,['v-pop'],Nghe Nói Anh Sắp Kết Hôn,2019-10-24,1,265161,False,42
Cầu Hôn - Happy Version,Văn Mai Hương,292531,['v-pop'],hương,2021-01-23,8,244175,False,41
Hương (Cukak Remix),Văn Mai Hương,292531,['v-pop'],hương (Remix),2021-10-08,3,211153,False,38
"Như Mùa Tuyết Đầu Tiên (Theme Song From ""Goblin"")",Văn Mai Hương,292531,['v-pop'],Xuân Hạ Thu Đông Rồi Lại Xuân Tập 7,2021-03-05,4,222000,False,38
Tuyết Rơi Mùa Hè - 25th Làn Sóng Xanh,Văn Mai Hương,292531,['v-pop'],Tuyết Rơi Mùa Hè (25th Làn Sóng Xanh),2022-11-28,1,242400,False,35
Hương (HAOZI x RINV Remix),Văn Mai Hương,292531,['v-pop'],hương (Remix),2021-10-08,3,201235,False,35
"Một Ngày Hay Trăm Năm (Theme Song From ""100 Ngày Bên Em"")",Văn Mai Hương,292531,['v-pop'],"Xuân Hạ Thu Đông, rồi lại Xuân (Tập 8)",2021-03-11,4,250000,False,34
Bông Hoa Đẹp Nhất,Quân A.P,270623,['v-pop'],Bông Hoa Đẹp Nhất,2020-09-12,1,315264,False,52
Đáp Án Cuối Cùng,Quân A.P,270623,['v-pop'],Đáp Án Cuối Cùng,2022-09-21,1,291242,False,48
Còn Gì Đau Hơn Chữ Đã Từng,Quân A.P,270623,['v-pop'],Còn Gì Đau Hơn Chữ Đã Từng,2020-10-10,1,309011,False,47
Ai Là Người Thương Em,Quân A.P,270623,['v-pop'],Ai Là Người Thương Em,2019-05-15,1,305793,False,42
Bông Hoa Đẹp Nhất,Quân A.P,270623,['v-pop'],Bông Hoa Đẹp Nhất,2020-10-10,1,296949,False,38
Lời Xin Lỗi Vụng Về - Ver Lofi,Quân A.P,270623,['v-pop'],Lời Xin Lỗi Vụng Về Ver Lofi,2021-03-13,1,258298,False,36
Phản Bội Chính Mình,Quân A.P,270623,['v-pop'],Phản Bội Chính Mình,2021-12-20,1,242000,False,36
Ước Mơ Của Mẹ,Quân A.P,270623,['v-pop'],Ước Mơ Của Mẹ,2022-01-21,1,254545,False,34
You Are My Crush - Remix,Quân A.P,270623,['v-pop'],You Are My Crush (Remix),2020-10-22,1,213785,False,33
Anh Tự Do Nhưng Cô Đơn (feat. Quân A.P),Quân A.P,270623,['v-pop'],Anh Tự Do Nhưng Cô Đơn,2022-12-12,3,346743,False,31
Say Đắm Trong Lần Đầu,Winno,30887,"['v-pop', 'vietnamese hip hop', 'vietnamese melodic rap']",Say Đắm Trong Lần Đầu,2021-11-09,1,186160,False,50
Tell Ur Mom II,Winno,30887,"['v-pop', 'vietnamese hip hop', 'vietnamese melodic rap']",Tell Ur Mom II,2021-06-18,1,219264,False,47
biet iu 1 nguoi,Winno,30887,"['v-pop', 'vietnamese hip hop', 'vietnamese melodic rap']",biet iu 1 nguoi,2022-09-17,1,180010,False,45
Say Đắm Trong Lần Đầu - Remix,Winno,30887,"['v-pop', 'vietnamese hip hop', 'vietnamese melodic rap']",Say Đắm Trong Lần Đầu (Remix),2022-07-22,1,176624,False,44
"Tell Ur Mom II - Gii, Hiderway Remix",Winno,30887,"['v-pop', 'vietnamese hip hop', 'vietnamese melodic rap']","Tell Ur Mom II (Gii, Hiderway Remix)",2021-11-19,1,216000,True,44
Say đắm trong lần đầu (RMX) - speed up,Winno,30887,"['v-pop', 'vietnamese hip hop', 'vietnamese melodic rap']",Say đắm trong lần đầu (RMX) - speed up,2022-12-06,1,134942,False,41
Cột Mốc Thời Gian,Winno,30887,"['v-pop', 'vietnamese hip hop', 'vietnamese melodic rap']",Cột Mốc Thời Gian,2022-10-22,1,187161,False,39
Ở Trong Đôi Mắt Em,Winno,30887,"['v-pop', 'vietnamese hip hop', 'vietnamese melodic rap']",Ở Trong Đôi Mắt Em,2022-02-16,1,253354,False,39
Em 20,Winno,30887,"['v-pop', 'vietnamese hip hop', 'vietnamese melodic rap']",Em 20,2020-12-08,1,166880,False,37
Tell Ur Mom II (Cukak Remix),Winno,30887,"['v-pop', 'vietnamese hip hop', 'vietnamese melodic rap']",Tell Ur Mom II (Cukak Remix),2021-09-29,1,251596,False,33
Xem Như Em Chẳng May,Lương Bích Hữu,11438,"['v-pop', 'vinahouse']",Xem Như Em Chẳng May,2022-10-09,1,282183,False,38
Anh Chưa Từng,Lương Bích Hữu,11438,"['v-pop', 'vinahouse']",Anh Chưa Từng,2019-04-19,1,288558,False,33
Nước Mắt Hóa Đá,Lương Bích Hữu,11438,"['v-pop', 'vinahouse']",It's Not Over,2021-03-30,11,269066,False,30
Dằm Trong Tim,Lương Bích Hữu,11438,"['v-pop', 'vinahouse']",Cầu Vồng Tình Yêu,2018-08-20,24,222455,False,26
Hôm Nay Con Bận Rồi,Lương Bích Hữu,11438,"['v-pop', 'vinahouse']",Hôm Nay Con Bận Rồi,2019-06-01,2,231272,False,26
Xem Như Em Chẳng May - Remix,Lương Bích Hữu,11438,"['v-pop', 'vinahouse']",Xem Như Em Chẳng May (Remix),2022-10-06,1,233455,False,25
Quên Cách Yêu (Song Ngữ),Lương Bích Hữu,11438,"['v-pop', 'vinahouse']",Các Sáng Tác Của Lương Bích Hữu,2021-03-30,8,261186,False,23
Người Đến Từ Triều Châu (Song Ngữ),Lương Bích Hữu,11438,"['v-pop', 'vinahouse']",Chinese Music Collection,2021-03-30,21,219093,False,23
Em Yêu Anh (Song Ngữ),Lương Bích Hữu,11438,"['v-pop', 'vinahouse']",Các Sáng Tác Của Lương Bích Hữu,2021-03-30,8,290533,False,20
Xem Như Em Chẳng May - Lofi,Lương Bích Hữu,11438,"['v-pop', 'vinahouse']",Xem Như Em Chẳng May (Lofi),2022-10-06,1,297852,False,20
Mặt Mộc,VAnh,2428,[],Mặt Mộc,2022-08-05,1,214293,False,58
Sao Em Lại Tắt Máy?,VAnh,2428,[],Sao Em Lại Tắt Máy?,2020-11-21,1,198000,False,55
Đi Ngang Ngày Buồn,VAnh,2428,[],Đi Ngang Ngày Buồn,2021-02-27,1,246000,False,40
Hạt Nắng Vỡ Đôi,VAnh,2428,[],Hạt Nắng Vỡ Đôi,2022-09-13,1,293100,False,33
Mặt Mộc - Acoustic,VAnh,2428,[],Mặt Mộc (Acoustic),2022-08-17,1,204431,False,31
Nụ Cười 18 20,VAnh,2428,[],Nụ Cười 18 20,2022-03-23,1,240000,False,27
Sao Em Lại Tắt Máy - Live,VAnh,2428,[],Sao Em Lại Tắt Máy (Live),2022-09-10,1,335104,False,27
Công Chúa Bong Bóng,VAnh,2428,[],Công Chúa Bong Bóng,2022-07-03,1,217500,False,25
Sao Em Lại Tắt Máy - Lofi Version,VAnh,2428,[],Sao Em Lại Tắt Máy (Lofi Version),2022-11-25,1,204080,False,24
Hạt Nắng Vỡ Đôi (Acoustic),VAnh,2428,[],Hạt Nắng Vỡ Đôi (Acoustic),2022-10-08,1,278526,False,22
Phi Hành Gia,Renja,21949,[],Phi Hành Gia,2021-09-25,1,345342,False,43
Đốt Thật Mau,Renja,21949,[],Đốt Thật Mau,2020-09-17,1,249865,False,22
Phi Hành Gia - Remix,Renja,21949,[],Phi Hành Gia (Remix),2022-10-17,2,178087,False,9
Yêu Cô Mây,Renja,21949,[],Yêu Cô Mây,2019-12-24,1,209158,False,8
"Phi Hành Gia - Instrumental, Remix",Renja,21949,[],Phi Hành Gia (Remix),2022-10-17,2,178087,False,7
Felt Blue - Renja Remix,Renja,21949,[],Felt Blue Remixes,2018-04-22,25,170352,False,6
Sống Sài Gòn Làm Gì,Renja,21949,[],Sống Sài Gòn Làm Gì,2019-12-24,1,185958,False,4
Già Cùng Nhau Là Được,PC,46183,['vietnamese melodic rap'],Già Cùng Nhau Là Được,2018-11-13,1,231360,False,56
10 Ngàn Năm,PC,46183,['vietnamese melodic rap'],10 Ngàn Năm,2019-12-21,1,240000,False,55
Mây Lang Thang,PC,46183,['vietnamese melodic rap'],Mây Lang Thang,2020-02-02,1,199035,False,52
Ghé Qua,PC,46183,['vietnamese melodic rap'],Ghé Qua,2017-12-08,1,237192,False,52
Như Anh Mơ,PC,46183,['vietnamese melodic rap'],Như Anh Mơ,2018,1,361326,False,47
Ghé Qua - Rapcoustic,PC,46183,['vietnamese melodic rap'],Ghé Qua (Rapcoustic),2019-02-15,1,239513,False,42
Có Một Người Luôn Cười Khi Anh Đến,PC,46183,['vietnamese melodic rap'],Có Một Người Luôn Cười Khi Anh Đến,2018-10-10,1,273545,False,40
Thôi Trễ Rồi Chắc Anh Phải Về Đây,PC,46183,['vietnamese melodic rap'],Thôi Trễ Rồi Chắc Anh Phải Về Đây,2018-05-07,1,196457,False,37
1 Vòng,PC,46183,['vietnamese melodic rap'],1 Vòng Gió Bụi,2022-06-02,2,226086,False,35
Mắt Biếc,PC,46183,['vietnamese melodic rap'],Mắt Biếc,2016-07-13,1,226793,False,32
Đường Tôi Chở Em Về - Lofi,1 9 6 7,91625,['viet lo-fi'],Đường Tôi Chở Em Về (Lofi),2021-06-01,1,278891,False,48
Dĩ Vãng Nhạt Nhòa (Slowed),1 9 6 7,91625,['viet lo-fi'],Dĩ Vãng Nhạt Nhòa (Slowed),2021-10-01,1,250618,False,43
Tình Ca Tình Ta - Lofi,1 9 6 7,91625,['viet lo-fi'],Tình Ca Tình Ta (Lofi),2022-03-09,1,194562,False,39
Anh Yêu Vội Thế (Lofi),1 9 6 7,91625,['viet lo-fi'],Anh Yêu Vội Thế (Lofi),2022-04-18,1,252617,False,38
Lời Em Nói - Lofi,1 9 6 7,91625,['viet lo-fi'],Lời Em Nói (Lofi),2021-06-01,1,279601,False,38
Duyên Trời Lấy 2 (Lofi),1 9 6 7,91625,['viet lo-fi'],Duyên Trời Lấy 2 (Lofi),2022-09-12,1,192837,False,32
Giá Như Anh Ở Đây (Lofi),1 9 6 7,91625,['viet lo-fi'],Giá Như Anh Ở Đây (Lofi),2021-06-01,1,195734,False,32
Người Chơi Hệ Đẹp (Remix),1 9 6 7,91625,['viet lo-fi'],Người Chơi Hệ Đẹp (Remix),2021-06-01,1,165068,False,32
Anh Yêu Vội Thế (Remix),1 9 6 7,91625,['viet lo-fi'],Anh Yêu Vội Thế (Remix),2022-04-12,1,224901,False,31
Ngôi Nhà Hoa Hồng (Remix),1 9 6 7,91625,['viet lo-fi'],Ngôi Nhà Hoa Hồng (Remix),2021-09-01,1,167614,False,28
Thiêu Thân,Masew,445124,['v-pop'],Thiêu Thân,2022-06-17,1,198788,False,51
Ái Nộ,Masew,445124,['v-pop'],Ái Nộ,2021-10-05,1,232180,False,47
Lửng Lơ,Masew,445124,['v-pop'],Lửng Lơ,2019-04-01,1,267243,True,46
Mời Trầu,Masew,445124,['v-pop'],Mời Trầu,2022-05-26,1,213845,False,46
Cưới Thôi,Masew,445124,['v-pop'],Cưới Thôi,2021-10-08,1,182843,False,43
Vô Lượng,Masew,445124,['v-pop'],Vô Lượng,2022-10-25,1,232629,False,43
Nhất Thân,Masew,445124,['v-pop'],Nhất Thân,2021-08-21,1,177791,False,43
"Túy Âm (feat. Xesi, Nhật Nguyễn)",Masew,445124,['v-pop'],"Túy Âm (feat. Xesi, Nhật Nguyễn)",2020-01-01,1,202000,False,38
Độ Tộc 2,Masew,445124,['v-pop'],Độ Tộc 2,2021-09-22,1,201030,False,43
Mộng Mơ,Masew,445124,['v-pop'],Mộng Mơ,2021-03-26,1,226726,False,40
Mo,Vu Cat Tuong,497253,['v-pop'],Mo,2016-01-01,1,262191,False,53
Em Ơi,Vu Cat Tuong,497253,['v-pop'],Em Ơi,2017-02-14,1,201168,False,51
Vet Mua,Vu Cat Tuong,497253,['v-pop'],Giai Ma,2014-01-01,9,210067,False,48
Tìm Hành Tinh Khác,Vu Cat Tuong,497253,['v-pop'],Tìm Hành Tinh Khác,2021-04-16,1,235932,False,43
Yeu Xa,Vu Cat Tuong,497253,['v-pop'],Giai Ma,2014-01-01,9,292608,False,43
If,Vu Cat Tuong,497253,['v-pop'],Stardom,2018-10-18,10,254549,False,42
Có Người,Vu Cat Tuong,497253,['v-pop'],Inner Me,2019-11-30,9,236000,False,40
Co Gai Ngay Hom Qua,Vu Cat Tuong,497253,['v-pop'],Co Gai Ngay Hom Qua,2017-01-01,1,315952,False,38
Hỏi Thăm - Unplugged,Vu Cat Tuong,497253,['v-pop'],Trạm Không Gian Số 0 (Unplugged),2021-08-08,19,155241,False,38
Hành Tinh Ánh Sáng,Vu Cat Tuong,497253,['v-pop'],Hành Tinh Ánh Sáng,2020-10-05,1,228000,False,38
Già Cùng Nhau Là Được,TaynguyenSound,115406,"['v-pop', 'vietnamese hip hop']",Già Cùng Nhau Là Được,2018-11-13,1,231360,False,56
Mây Lang Thang,TaynguyenSound,115406,"['v-pop', 'vietnamese hip hop']",Mây Lang Thang,2020-02-02,1,199035,False,52
Ghé Qua,TaynguyenSound,115406,"['v-pop', 'vietnamese hip hop']",Ghé Qua,2017-12-08,1,237192,False,52
Ghé Qua - Rapcoustic,TaynguyenSound,115406,"['v-pop', 'vietnamese hip hop']",Ghé Qua (Rapcoustic),2019-02-15,1,239513,False,42
Lãng Du,TaynguyenSound,115406,"['v-pop', 'vietnamese hip hop']",Lãng Du,2017-03-20,1,212864,False,42
Có Một Người Luôn Cười Khi Anh Đến,TaynguyenSound,115406,"['v-pop', 'vietnamese hip hop']",Có Một Người Luôn Cười Khi Anh Đến,2018-10-10,1,273545,False,40
Đi Qua Hoa Cúc,TaynguyenSound,115406,"['v-pop', 'vietnamese hip hop']",Đi Qua Hoa Cúc,2017-02-13,1,250666,False,38
Thôi Trễ Rồi Chắc Anh Phải Về Đây,TaynguyenSound,115406,"['v-pop', 'vietnamese hip hop']",Thôi Trễ Rồi Chắc Anh Phải Về Đây,2018-05-07,1,196457,False,37
Một Thuở Thanh Bình,TaynguyenSound,115406,"['v-pop', 'vietnamese hip hop']",Một Thuở Thanh Bình,2017-05-11,1,252404,False,36
Sống Cho Hết Đời Thanh Xuân 2,TaynguyenSound,115406,"['v-pop', 'vietnamese hip hop']",Sống Cho Hết Đời Thanh Xuân 2,2019-12-13,2,532649,True,36
Ba Kể Con Nghe,Nguyễn Hải Phong,1180,[],Ba Kể Con Nghe,2018,1,238274,False,37
Dòng Thời Gian - Metaplay R&B,Nguyễn Hải Phong,1180,[],"Tuyển Tập Các Ca Khúc Pop Và Acoustic Của Nguyễn Hải Phong, Vol. 4",2022-11-10,4,313443,False,13
Sẽ Chiến Thắng (SEA Games 2022 Version),Nguyễn Hải Phong,1180,[],Sẽ Chiến Thắng (SEA Games 2022 Version),2022-05-22,1,306545,False,12
Nơi Ấy,Nguyễn Hải Phong,1180,[],Nơi Ấy,2007,1,215142,False,12
Ngồi Hát Đỡ Buồn - Metaplay Acoustic,Nguyễn Hải Phong,1180,[],Ngồi Hát Đỡ Buồn (Metaplay Acoustic),2022-08-26,1,197052,False,8
Sẽ Chiến Thắng (SEA Games New Version Remix),Nguyễn Hải Phong,1180,[],Sẽ Chiến Thắng (SEA Games New Version Remix),2022-05-22,1,307785,False,3
Nơi Ấy - Metaplay Lofi,Nguyễn Hải Phong,1180,[],Nơi Ấy (Metaplay Lofi),2022-08-23,1,236160,False,3
Take Off - Hiphop Version,Nguyễn Hải Phong,1180,[],Take Off,2022-02-22,22,130000,False,3
Trọc - Metaplay EDM,Nguyễn Hải Phong,1180,[],Trọc (Metaplay EDM),2022-10-03,1,317453,False,1
Tôi Là Người Việt Nam (SEA Games Remix),Nguyễn Hải Phong,1180,[],Tôi Là Người Việt Nam (SEA Games Remix),2022-05-22,1,281642,False,1
Có Đâu Ai Ngờ,Cầm,1251,[],Có Đâu Ai Ngờ,2022-09-08,1,220000,False,57
Mưa Ơi Đừng Rơi,Cầm,1251,[],Mưa Ơi Đừng Rơi,2022-12-08,1,209000,False,45
Có Đâu Ai Ngờ - BEGINS Remix,Cầm,1251,[],Có Đâu Ai Ngờ (Begins Remix),2022-11-06,1,162580,False,24
giá như anh ở đây (feat. Cầm),Cầm,1251,[],giá như anh ở đây (feat. Cầm),2022-12-20,1,219661,False,22
Trở Về Mái Trường Xưa,Cầm,1251,[],Trở Về Mái Trường Xưa,2022-11-24,1,227540,False,14
Querry,QNT,93406,"['v-pop', 'vietnamese hip hop', 'vietnamese melodic rap']",Querry,2022-06-01,1,230663,False,52
Em làm gì mùa dịch ?,QNT,93406,"['v-pop', 'vietnamese hip hop', 'vietnamese melodic rap']",Em làm gì mùa dịch ?,2021-01-31,1,194062,True,45
ANHS EMS (Chill n Free),QNT,93406,"['v-pop', 'vietnamese hip hop', 'vietnamese melodic rap']",ANHS EMS (Chill n Free),2021-08-26,1,267625,False,43
Em Không Đi Đâu (feat. Giang),QNT,93406,"['v-pop', 'vietnamese hip hop', 'vietnamese melodic rap']",Em Không Đi Đâu,2020-08-10,2,232615,False,42
Say Em,QNT,93406,"['v-pop', 'vietnamese hip hop', 'vietnamese melodic rap']",Say Em,2020-10-28,1,218919,False,41
Green Love (ChillnFree),QNT,93406,"['v-pop', 'vietnamese hip hop', 'vietnamese melodic rap']",Green Love (ChillnFree),2021-12-12,1,168004,False,32
Baby Call,QNT,93406,"['v-pop', 'vietnamese hip hop', 'vietnamese melodic rap']",Baby Call,2021-01-31,1,225941,True,29
LastCall,QNT,93406,"['v-pop', 'vietnamese hip hop', 'vietnamese melodic rap']",LastCall,2021-08-16,1,228471,False,29
Yêu Vào Mùa Dịch (feat. RPT Orijinn),QNT,93406,"['v-pop', 'vietnamese hip hop', 'vietnamese melodic rap']",Yêu Vào Mùa Dịch (feat. RPT Orijinn),2021-11-03,1,212876,False,28
On Stream,QNT,93406,"['v-pop', 'vietnamese hip hop', 'vietnamese melodic rap']",On Stream,2021-06-20,1,197336,False,24
Như Những Phút Ban Đầu,Hoài Lâm,347798,"['v-pop', 'vietnamese bolero']",Có Khi,2020-08-15,12,334576,False,48
Hoa Nở Không Màu,Hoài Lâm,347798,"['v-pop', 'vietnamese bolero']",Hoa Nở Không Màu,2020-05-30,1,328106,False,46
Chia Cách Bình Yên,Hoài Lâm,347798,"['v-pop', 'vietnamese bolero']",Đồng Dao Show,2022-12-04,11,286000,False,40
Hoa Nở Không Màu - Acoustic Version,Hoài Lâm,347798,"['v-pop', 'vietnamese bolero']",Hoa Nở Không Màu (Acoustic Version),2020-07-15,1,320333,False,40
Có Khi,Hoài Lâm,347798,"['v-pop', 'vietnamese bolero']",Có Khi,2020-08-15,12,255477,False,39
Cô Đơn Trong Nhà Mình,Hoài Lâm,347798,"['v-pop', 'vietnamese bolero']",Cô Đơn Trong Nhà Mình,2020-09-10,1,297471,False,39
Buồn Làm Chi Em Ơi,Hoài Lâm,347798,"['v-pop', 'vietnamese bolero']",Buồn Làm Chi Em Ơi,2020-06-26,1,272727,False,38
Nếu Như Là Định Mệnh,Hoài Lâm,347798,"['v-pop', 'vietnamese bolero']",Có Khi,2020-08-15,12,273062,False,31
Trách Hai Từ Thương Em,Hoài Lâm,347798,"['v-pop', 'vietnamese bolero']",Trách Hai Từ Thương Em,2022-09-27,1,330000,False,30
Trước Sau Trời Cũng Mưa,Hoài Lâm,347798,"['v-pop', 'vietnamese bolero']",Trước Sau Trời Cũng Mưa,2022-07-03,1,320000,False,30
Từng Là Của Nhau,Táo,164813,"['v-pop', 'vietnamese hip hop']",Từng Là Của Nhau,2022-08-30,1,269473,False,55
2 5,Táo,164813,"['v-pop', 'vietnamese hip hop']",2 5,2017-04-20,1,252000,False,50
Blue Tequila,Táo,164813,"['v-pop', 'vietnamese hip hop']",Blue Tequila,2020-08-27,2,202624,False,48
Chơi Vơi,Táo,164813,"['v-pop', 'vietnamese hip hop']",Đĩa Than,2021-05-05,7,237333,False,40
Red Rum,Táo,164813,"['v-pop', 'vietnamese hip hop']",Red Rum,2022-05-27,1,219600,False,39
Vẫn,Táo,164813,"['v-pop', 'vietnamese hip hop']",Vẫn,2016-06-22,1,142837,False,38
Tương Tư,Táo,164813,"['v-pop', 'vietnamese hip hop']",Tương Tư,2020-11-27,2,225818,False,34
Xin,Táo,164813,"['v-pop', 'vietnamese hip hop']",Đĩa Than,2021-05-05,7,189819,False,31
Cả Nhà Cô Đơn,Táo,164813,"['v-pop', 'vietnamese hip hop']",Đĩa Than,2021-05-05,7,232000,False,30
Tìm,Táo,164813,"['v-pop', 'vietnamese hip hop']",Tìm,2015-04-11,1,234896,False,30
Có Chàng Trai Viết Lên Cây,Phan Mạnh Quỳnh,756924,"['v-pop', 'vietnamese singer-songwriter']",Mắt Biếc (Original Motion Picture Soundtrack),2019-12-20,21,305786,False,47
Nước Ngoài,Phan Mạnh Quỳnh,756924,"['v-pop', 'vietnamese singer-songwriter']",Nước Ngoài,2020-01-01,1,212666,False,38
"Gặp Gỡ, Yêu Đương Và Được Bên Em",Phan Mạnh Quỳnh,756924,"['v-pop', 'vietnamese singer-songwriter']","Gặp Gỡ, Yêu Đương Và Được Bên Em",2021-08-08,1,240461,False,38
Có Chàng Trai Viết Lên Cây / Chuyện Tình Thảo Nguyên (Mashup),Phan Mạnh Quỳnh,756924,"['v-pop', 'vietnamese singer-songwriter']",Giao Lộ Thời Gian,2022-11-01,10,377166,False,38
NHẠT,Phan Mạnh Quỳnh,756924,"['v-pop', 'vietnamese singer-songwriter']",NHẠT,2020-01-01,1,208500,False,37
Có Một Nơi Như Thế,Phan Mạnh Quỳnh,756924,"['v-pop', 'vietnamese singer-songwriter']",Có Một Nơi Như Thế,2020-01-01,1,235000,False,36
Tết Về Sớm Nhé,Phan Mạnh Quỳnh,756924,"['v-pop', 'vietnamese singer-songwriter']",Tết Về Sớm Nhé,2020-01-01,1,187164,False,25
Đa Đoan,Phan Mạnh Quỳnh,756924,"['v-pop', 'vietnamese singer-songwriter']",Đa Đoan,2022-09-28,1,200730,False,36
"Sao Cha Không (From ""Bố Già"" Original Motion Picture Soundtrack)",Phan Mạnh Quỳnh,756924,"['v-pop', 'vietnamese singer-songwriter']","Sao Cha Không (From ""Bố Già"" Original Motion Picture Soundtrack)",2020-01-01,1,279609,False,35
Tình Nhớ,Phan Mạnh Quỳnh,756924,"['v-pop', 'vietnamese singer-songwriter']",Tình Nhớ,2022-06-08,1,254523,False,34
bao tiền một mớ bình yên?,Bon Nghiêm,1555,[],bao tiền một mớ bình yên?,2020,1,300000,False,63
có ai ở đây không? - Extended version,Bon Nghiêm,1555,[],có ai ở đây không? (Extended version),2021-10-08,1,330000,False,41
Nói Em Không Tin,Bon Nghiêm,1555,[],Nói Em Không Tin,2022-09-07,1,256693,False,32
một đời (feat. buitruonglinh),Bon Nghiêm,1555,[],một đời (feat. buitruonglinh),2022-12-21,1,328240,False,28
Duyên Ta Trời Lấy,Bon Nghiêm,1555,[],Duyên Ta Trời Lấy,2022-07-31,1,340798,False,21
Duyên Ta Trời Lấy,Bon Nghiêm,1555,[],Duyên Ta Trời Lấy,2022-08-05,1,311173,False,14
Real Love - The Heroes Version,My Anh,23002,"['indie viet', 'v-pop']",Real Love (The Heroes Version),2021-07-18,1,243934,False,50
Mỗi Khi Anh Nhìn Em,My Anh,23002,"['indie viet', 'v-pop']",Mỗi Khi Anh Nhìn Em,2022-11-15,1,191626,False,42
Nhìn Những Mùa Thu Đi,My Anh,23002,"['indie viet', 'v-pop']",Nhìn Những Mùa Thu Đi,2022-06-04,1,172872,False,40
